Orden,Intento,Cliente,DNI,Edad,Telefono,Departamento,Provincia,Distrito,Direccion,Asesor,Decos,Repetidores,Fecha_Registro,Fecha_Evaluacion_BO,Estado_BO,Motivo_Rechazo,Fecha_Programada,Fecha_Real_Instalacion,Estado_Final_Orden
ORD-017127,1,Katia Castro Gomez,12836547,32,956764922,Lambayeque,Chiclayo,Pomalca,"Urb. La Primavera Mz. L Lte. 2, Pomalca",Asesor - Jorge Silva,1,2,2026-04-28 12:34:00,2026-04-28 16:34:00,Aprobado,,2026-04-30,2026-04-30,Instalado
ORD-017128,1,Ana Flores Mendoza,67972196,71,926017434,Lambayeque,Chiclayo,Pátapo,"Jr. Sáenz Peña Nro. 146, Pátapo",Asesor - Carlos Ruiz,1,1,2026-04-28 18:23:00,2026-04-28 22:23:00,Aprobado,,2026-04-30,2026-04-30,Instalado
ORD-017129,1,Jose Martinez Vargas,52102741,25,923389808,Lambayeque,Chiclayo,José Leonardo Ortiz,"Urb. Los Parques Mz. A Lte. 28, José Leonardo Ortiz",Asesor - Ana Paredes,1,0,2026-04-28 18:48:00,2026-04-28 19:48:00,Aprobado,,2026-04-30,2026-04-30,Instalado
ORD-017130,1,Elena Romero Garcia,71645875,51,950504640,Lambayeque,Lambayeque,Jayanca,"Ca. Sáenz Peña Nro. 2197, Jayanca",Asesor - Sofia Castro,1,1,2026-04-28 14:49:00,2026-04-28 18:49:00,Aprobado,,2026-04-30,2026-04-30,Instalado
ORD-017131,1,Carmen Garcia Mendoza,39235215,73,922502579,Lambayeque,Ferreñafe,Pitipo,"Jr. Sáenz Peña Nro. 724, Pitipo",Asesor - Jorge Silva,2,0,2026-04-28 10:37:00,2026-04-28 12:37:00,Aprobado,,2026-04-30,2026-04-30,Instalado
ORD-017132,1,Carlos Torres Perez,26008293,32,911860172,Lambayeque,Chiclayo,Monsefú,"Jr. Pedro Cieza Nro. 729, Monsefú",Asesor - Luis Delgado,1,0,2026-04-28 13:01:00,2026-04-28 17:01:00,Aprobado,,2026-04-30,2026-04-30,Instalado
ORD-017133,1,Fiorella Garcia Rodriguez,16086717,50,941912968,Lambayeque,Chiclayo,La Victoria,"A.H. Diego Ferré Mz. A Lte. 21, La Victoria",Asesor - Maria Mendoza,1,2,2026-04-28 15:04:00,2026-04-28 18:04:00,Aprobado,,2026-04-30,2026-04-30,Instalado
ORD-017134,1,Carlos Diaz Lopez,69818986,60,985401591,Lambayeque,Chiclayo,Pomalca,"Ca. Grau Nro. 1007, Pomalca",Asesor - Luis Delgado,0,0,2026-04-28 08:50:00,2026-04-28 10:50:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-017135,1,Fiorella Vasquez Flores,27755042,33,934074494,Lambayeque,Chiclayo,Chiclayo,"Av. Balta Nro. 2366, Chiclayo",Asesor - Maria Mendoza,1,0,2026-04-29 18:28:00,2026-04-29 22:28:00,Aprobado,,2026-05-01,2026-05-01,Instalado
ORD-017136,1,Ana Gomez Sanchez,64485136,19,925640879,Lambayeque,Chiclayo,Eten,"A.H. UPIS Belén Mz. G Lte. 24, Eten",Asesor - Sofia Castro,1,1,2026-04-29 18:42:00,2026-04-29 22:42:00,Aprobado,,2026-05-01,2026-05-01,Instalado
ORD-017137,1,Elena Lopez Mendoza,68343687,23,977954219,Lambayeque,Chiclayo,José Leonardo Ortiz,"Pje. Pedro Cieza Nro. 1969, José Leonardo Ortiz",Asesor - Luis Delgado,0,1,2026-04-29 08:03:00,2026-04-29 10:03:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-017137,2,Elena Lopez Mendoza,68343687,23,977954219,Lambayeque,Chiclayo,José Leonardo Ortiz,"Pje. Pedro Cieza Nro. 1969, José Leonardo Ortiz",Asesor - Luis Delgado,0,1,2026-04-29 15:03:00,2026-04-29 18:03:00,Rechazado Definitivo,No Subsano Correccion / Cliente Desistio,,,Cancelado/Rechazado
ORD-017138,1,Jorge Sanchez Flores,45456328,54,983270365,Lambayeque,Lambayeque,Olmos,"Ca. Luis Gonzales Nro. 1153, Olmos",Asesor - Jorge Silva,1,1,2026-04-29 13:47:00,2026-04-29 16:47:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-017139,1,Ana Perez Diaz,71334556,22,972530120,Lambayeque,Chiclayo,Pátapo,"A.H. San Antonio Mz. D Lte. 8, Pátapo",Asesor - Ana Paredes,3,0,2026-04-29 11:28:00,2026-04-29 14:28:00,Aprobado,,2026-05-01,2026-05-01,Instalado
ORD-017140,1,Jorge Flores Castro,69895782,30,925726998,Lambayeque,Chiclayo,Eten,"Av. Sáenz Peña Nro. 1053, Eten",Asesor - Luis Delgado,2,1,2026-04-29 17:33:00,2026-04-29 21:33:00,Aprobado,,2026-05-01,2026-05-01,Instalado
ORD-017141,1,Rosa Rojas Gomez,64083495,22,963570477,Lambayeque,Lambayeque,Lambayeque,"A.H. Primero de Mayo Mz. C Lte. 23, Lambayeque",Asesor - Sofia Castro,0,1,2026-04-29 12:27:00,2026-04-29 15:27:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-017141,2,Rosa Rojas Gomez,64083495,22,963570477,Lambayeque,Lambayeque,Lambayeque,"A.H. Primero de Mayo Mz. C Lte. 23, Lambayeque",Asesor - Sofia Castro,0,1,2026-04-30 06:27:00,2026-04-30 08:27:00,Aprobado (Recuperado),,2026-05-02,2026-05-02,Instalado (Recuperado)
ORD-017142,1,Jose Perez Gomez,10969796,68,911708011,Lambayeque,Chiclayo,Reque,"A.H. San Antonio Mz. B Lte. 3, Reque",Asesor - Carlos Ruiz,2,0,2026-04-29 17:48:00,2026-04-29 18:48:00,Aprobado,,2026-05-01,2026-05-01,Instalado
ORD-017143,1,Patricia Rojas Garcia,19920990,66,984389650,Lambayeque,Chiclayo,Puerto Eten,"A.H. San Antonio Mz. G Lte. 14, Puerto Eten",Asesor - Luis Delgado,1,0,2026-04-29 11:13:00,2026-04-29 13:13:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-017143,2,Patricia Rojas Garcia,19920990,66,984389650,Lambayeque,Chiclayo,Puerto Eten,"A.H. San Antonio Mz. G Lte. 14, Puerto Eten",Asesor - Luis Delgado,1,0,2026-04-29 22:13:00,2026-04-30 01:13:00,Aprobado (Recuperado),,2026-05-02,2026-05-02,Instalado (Recuperado)
ORD-017144,1,Jorge Garcia Gomez,48877768,27,948517956,Lambayeque,Chiclayo,Chiclayo,"Urb. Santa Victoria Mz. C Lte. 2, Chiclayo",Asesor - Ana Paredes,1,1,2026-04-29 11:56:00,2026-04-29 13:56:00,Aprobado,,2026-05-01,2026-05-01,Instalado
ORD-017145,1,Fiorella Garcia Martinez,24393257,70,956727625,Lambayeque,Chiclayo,Santa Rosa,"Pje. Bolognesi Nro. 1379, Santa Rosa",Asesor - Maria Mendoza,1,0,2026-04-29 09:08:00,2026-04-29 10:08:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-017145,2,Fiorella Garcia Martinez,24393257,70,956727625,Lambayeque,Chiclayo,Santa Rosa,"Pje. Bolognesi Nro. 1379, Santa Rosa",Asesor - Maria Mendoza,1,0,2026-04-30 01:08:00,2026-04-30 04:08:00,Aprobado (Recuperado),,2026-05-02,2026-05-02,Instalado (Recuperado)
ORD-017146,1,Carlos Garcia Mendoza,57867179,55,916285884,Lambayeque,Chiclayo,Santa Rosa,"Pje. Chinchaysuyo Nro. 1249, Santa Rosa",Asesor - Luis Delgado,3,1,2026-04-30 16:10:00,2026-04-30 19:10:00,Aprobado,,2026-05-02,2026-05-02,Instalado
ORD-017147,1,Fernando Romero Garcia,58219433,23,967742996,Lambayeque,Chiclayo,Eten,"A.H. Urrunaga Mz. I Lte. 6, Eten",Asesor - Carlos Ruiz,3,1,2026-04-30 10:41:00,2026-04-30 11:41:00,Aprobado,,2026-05-02,2026-05-02,Instalado
ORD-017148,1,Maria Mendoza Vasquez,39777215,54,925898871,Lambayeque,Chiclayo,La Victoria,"Urb. Patios del Norte Mz. B Lte. 9, La Victoria",Asesor - Jorge Silva,1,0,2026-04-30 15:15:00,2026-04-30 16:15:00,Aprobado,,2026-05-02,2026-05-02,Instalado
ORD-017149,1,Manuel Mendoza Lopez,14533097,41,983106968,Lambayeque,Lambayeque,Jayanca,"Jr. Sican Nro. 2041, Jayanca",Asesor - Sofia Castro,3,1,2026-04-30 16:39:00,2026-04-30 19:39:00,Aprobado,,2026-05-02,2026-05-02,Instalado
ORD-017150,1,Pedro Rodriguez Perez,13565915,21,999199049,Lambayeque,Ferreñafe,Pueblo Nuevo,"Urb. Patios del Norte Mz. K Lte. 9, Pueblo Nuevo",Asesor - Ana Paredes,1,1,2026-04-30 18:04:00,2026-04-30 19:04:00,Aprobado,,2026-05-02,2026-05-02,Instalado
ORD-017151,1,Katia Lopez Romero,58502590,61,982338450,Lambayeque,Chiclayo,Pimentel,"Ca. Tacna Nro. 2335, Pimentel",Asesor - Sofia Castro,1,1,2026-04-30 15:26:00,2026-04-30 19:26:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-017151,2,Katia Lopez Romero,58502590,61,982338450,Lambayeque,Chiclayo,Pimentel,"Ca. Tacna Nro. 2335, Pimentel",Asesor - Sofia Castro,1,1,2026-05-01 16:26:00,2026-05-01 18:26:00,Aprobado (Recuperado),,2026-05-03,2026-05-03,Instalado (Recuperado)
ORD-017152,1,Carmen Sanchez Perez,34908428,63,919024543,Lambayeque,Lambayeque,Túcume,"Urb. San Juan Mz. F Lte. 9, Túcume",Asesor - Luis Delgado,3,1,2026-04-30 08:18:00,2026-04-30 10:18:00,Aprobado,,2026-05-02,2026-05-02,Instalado
ORD-017153,1,Jorge Flores Sanchez,15681562,45,932924549,Lambayeque,Chiclayo,Pimentel,"Av. Los Incas Nro. 371, Pimentel",Asesor - Ana Paredes,1,0,2026-04-30 09:05:00,2026-04-30 13:05:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-017154,1,Maria Diaz Diaz,73966887,38,933871259,Lambayeque,Chiclayo,Monsefú,"Urb. Santa Victoria Mz. B Lte. 8, Monsefú",Asesor - Maria Mendoza,1,1,2026-04-30 10:21:00,2026-04-30 12:21:00,Aprobado,,2026-05-02,2026-05-02,Instalado
ORD-017155,1,Maria Romero Garcia,67431452,55,994417991,Lambayeque,Chiclayo,Reque,"A.H. Urrunaga Mz. G Lte. 2, Reque",Asesor - Carlos Ruiz,0,1,2026-04-30 14:24:00,2026-04-30 15:24:00,Aprobado,,2026-05-02,2026-05-02,Instalado
ORD-017156,1,Christian Sanchez Gomez,23768327,73,914246979,Lambayeque,Chiclayo,Pátapo,"Urb. Las Brisas Mz. E Lte. 20, Pátapo",Asesor - Jorge Silva,0,0,2026-04-30 18:57:00,2026-04-30 22:57:00,Aprobado,,2026-05-02,2026-05-02,Instalado
ORD-017157,1,Maria Lopez Castro,26940461,36,941208373,Lambayeque,Chiclayo,Reque,"Urb. Los Parques Mz. D Lte. 9, Reque",Asesor - Carlos Ruiz,2,0,2026-05-01 11:26:00,2026-05-01 13:26:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017158,1,Pedro Lopez Rodriguez,64701816,29,913704468,Lambayeque,Ferreñafe,Pueblo Nuevo,"Pje. Sican Nro. 461, Pueblo Nuevo",Asesor - Sofia Castro,1,1,2026-05-01 12:07:00,2026-05-01 15:07:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-017158,2,Pedro Lopez Rodriguez,64701816,29,913704468,Lambayeque,Ferreñafe,Pueblo Nuevo,"Pje. Sican Nro. 461, Pueblo Nuevo",Asesor - Sofia Castro,1,1,2026-05-01 17:07:00,2026-05-01 18:07:00,Aprobado (Recuperado),,2026-05-03,2026-05-03,Instalado (Recuperado)
ORD-017159,1,Elena Vargas Torres,36036190,66,956098157,Lambayeque,Chiclayo,Eten,"Urb. San Eduardo Mz. M Lte. 12, Eten",Asesor - Jorge Silva,1,1,2026-05-01 16:33:00,2026-05-01 19:33:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-017160,1,Javier Rodriguez Perez,48668960,66,959700625,Lambayeque,Lambayeque,Túcume,"A.H. Nuevo San Lorenzo Mz. G Lte. 9, Túcume",Asesor - Ana Paredes,3,2,2026-05-01 12:33:00,2026-05-01 16:33:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-017160,2,Javier Rodriguez Perez,48668960,66,959700625,Lambayeque,Lambayeque,Túcume,"A.H. Nuevo San Lorenzo Mz. G Lte. 9, Túcume",Asesor - Ana Paredes,3,2,2026-05-02 01:33:00,2026-05-02 02:33:00,Aprobado (Recuperado),,2026-05-04,2026-05-04,Instalado (Recuperado)
ORD-017161,1,Carlos Lopez Romero,43335185,70,992119809,Lambayeque,Chiclayo,José Leonardo Ortiz,"Pje. Los Incas Nro. 132, José Leonardo Ortiz",Asesor - Jorge Silva,1,0,2026-05-01 15:24:00,2026-05-01 16:24:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017162,1,Maria Gomez Torres,72788077,75,990007628,Lambayeque,Chiclayo,Pomalca,"Urb. Las Brisas Mz. H Lte. 13, Pomalca",Asesor - Sofia Castro,1,2,2026-05-01 11:19:00,2026-05-01 14:19:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017163,1,Ana Torres Rodriguez,78859377,47,970058031,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,"Av. Bolognesi Nro. 1985, Manuel Antonio Mesones Muro",Asesor - Maria Mendoza,1,1,2026-05-01 13:58:00,2026-05-01 16:58:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-017164,1,Manuel Mendoza Martinez,18400078,39,921045713,Lambayeque,Chiclayo,Monsefú,"Urb. Los Parques Mz. E Lte. 3, Monsefú",Asesor - Sofia Castro,3,1,2026-05-01 18:00:00,2026-05-01 19:00:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-017164,2,Manuel Mendoza Martinez,18400078,39,921045713,Lambayeque,Chiclayo,Monsefú,"Urb. Los Parques Mz. E Lte. 3, Monsefú",Asesor - Sofia Castro,3,1,2026-05-02 11:00:00,2026-05-02 14:00:00,Rechazado Definitivo,No Subsano Correccion / Cliente Desistio,,,Cancelado/Rechazado
ORD-017165,1,Fernando Garcia Sanchez,42938638,39,923272405,Lambayeque,Chiclayo,José Leonardo Ortiz,"Av. Salaverry Nro. 1220, José Leonardo Ortiz",Asesor - Carlos Ruiz,1,2,2026-05-01 11:57:00,2026-05-01 15:57:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017166,1,Diego Garcia Gomez,60820645,57,925389103,Lambayeque,Chiclayo,Santa Rosa,"Urb. Federico Villarreal Mz. M Lte. 5, Santa Rosa",Asesor - Carlos Ruiz,3,2,2026-05-01 10:22:00,2026-05-01 13:22:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017167,1,Christian Castro Diaz,69548938,42,984251574,Lambayeque,Lambayeque,Íllimo,"Urb. Los Parques Mz. G Lte. 29, Íllimo",Asesor - Carlos Ruiz,1,1,2026-05-01 10:05:00,2026-05-01 14:05:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017168,1,Christian Mendoza Sanchez,41477756,57,989107553,Lambayeque,Chiclayo,Puerto Eten,"Jr. Pedro Cieza Nro. 1462, Puerto Eten",Asesor - Sofia Castro,2,1,2026-05-01 08:21:00,2026-05-01 11:21:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017169,1,Luis Vasquez Sanchez,20709284,43,933571282,Lambayeque,Chiclayo,Chiclayo,"Av. Pedro Cieza Nro. 1416, Chiclayo",Asesor - Carlos Ruiz,1,1,2026-05-01 16:50:00,2026-05-01 17:50:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017170,1,Pedro Romero Martinez,34250389,71,989499251,Lambayeque,Chiclayo,José Leonardo Ortiz,"Av. Luis Gonzales Nro. 880, José Leonardo Ortiz",Asesor - Carlos Ruiz,1,1,2026-05-01 09:39:00,2026-05-01 10:39:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017171,1,Sofia Lopez Sanchez,60967583,32,919897814,Lambayeque,Chiclayo,Eten,"Ca. Arequipa Nro. 1275, Eten",Asesor - Sofia Castro,3,1,2026-05-01 12:39:00,2026-05-01 15:39:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017172,1,Javier Flores Perez,55292030,24,934327043,Lambayeque,Chiclayo,Reque,"Pje. Unión Nro. 746, Reque",Asesor - Ana Paredes,1,0,2026-05-01 15:49:00,2026-05-01 18:49:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-017172,2,Javier Flores Perez,55292030,24,934327043,Lambayeque,Chiclayo,Reque,"Pje. Unión Nro. 746, Reque",Asesor - Ana Paredes,1,0,2026-05-02 01:49:00,2026-05-02 04:49:00,Rechazado Definitivo,No Subsano Correccion / Cliente Desistio,,,Cancelado/Rechazado
ORD-017173,1,Carlos Perez Diaz,26225207,36,933416926,Lambayeque,Chiclayo,José Leonardo Ortiz,"Ca. Sican Nro. 1941, José Leonardo Ortiz",Asesor - Jorge Silva,1,2,2026-05-01 18:53:00,2026-05-01 22:53:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-017174,1,Patricia Flores Rodriguez,65924064,28,927987402,Lambayeque,Chiclayo,Pimentel,"A.H. San Antonio Mz. A Lte. 25, Pimentel",Asesor - Luis Delgado,1,1,2026-05-01 18:29:00,2026-05-01 22:29:00,Aprobado,,2026-05-03,2026-05-03,Instalado
ORD-017175,1,Christian Diaz Vasquez,23869762,50,964458265,Lambayeque,Chiclayo,Monsefú,"Ca. Tacna Nro. 136, Monsefú",Asesor - Maria Mendoza,1,0,2026-05-02 17:56:00,2026-05-02 19:56:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-017176,1,Carmen Flores Lopez,10383201,49,981933160,Lambayeque,Chiclayo,Pimentel,"Av. Sáenz Peña Nro. 2353, Pimentel",Asesor - Ana Paredes,3,0,2026-05-02 13:30:00,2026-05-02 17:30:00,Aprobado,,2026-05-04,2026-05-04,Instalado
ORD-017177,1,Elena Garcia Garcia,34550123,54,970771196,Lambayeque,Ferreñafe,Pueblo Nuevo,"Jr. Tacna Nro. 931, Pueblo Nuevo",Asesor - Ana Paredes,2,0,2026-05-02 11:39:00,2026-05-02 12:39:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-017178,1,Carmen Flores Perez,64144332,55,949734465,Lambayeque,Chiclayo,Pomalca,"Jr. Arequipa Nro. 849, Pomalca",Asesor - Carlos Ruiz,1,0,2026-05-02 14:19:00,2026-05-02 18:19:00,Aprobado,,2026-05-04,2026-05-04,Instalado
ORD-017179,1,Elena Perez Lopez,12290582,18,944812702,Lambayeque,Chiclayo,Pátapo,"Jr. Grau Nro. 2054, Pátapo",Asesor - Carlos Ruiz,2,1,2026-05-02 10:54:00,2026-05-02 14:54:00,Aprobado,,2026-05-04,2026-05-04,Instalado
ORD-017180,1,Jose Vasquez Gomez,33045071,64,938184285,Lambayeque,Chiclayo,Pimentel,"Av. Chinchaysuyo Nro. 488, Pimentel",Asesor - Maria Mendoza,1,2,2026-05-02 14:21:00,2026-05-02 18:21:00,Aprobado,,2026-05-04,2026-05-04,Instalado
ORD-017181,1,Patricia Rojas Castro,23653218,47,935521329,Lambayeque,Chiclayo,José Leonardo Ortiz,"Av. Grau Nro. 2176, José Leonardo Ortiz",Asesor - Jorge Silva,1,1,2026-05-02 15:09:00,2026-05-02 16:09:00,Devuelto a Correccion,Dirección Incorrecta / Incompleta,,,En Proceso
ORD-017181,2,Patricia Rojas Castro,23653218,47,935521329,Lambayeque,Chiclayo,José Leonardo Ortiz,"Av. Grau Nro. 2176, José Leonardo Ortiz",Asesor - Jorge Silva,1,1,2026-05-03 10:09:00,2026-05-03 11:09:00,Aprobado (Recuperado),,2026-05-05,2026-05-05,Instalado (Recuperado)
ORD-017182,1,Carlos Garcia Lopez,33096369,51,990566804,Lambayeque,Chiclayo,Pátapo,"A.H. Cruz del Médano Mz. E Lte. 15, Pátapo",Asesor - Sofia Castro,2,0,2026-05-02 12:18:00,2026-05-02 14:18:00,Devuelto a Correccion,Dirección Incorrecta / Incompleta,,,En Proceso
ORD-017182,2,Carlos Garcia Lopez,33096369,51,990566804,Lambayeque,Chiclayo,Pátapo,"A.H. Cruz del Médano Mz. E Lte. 15, Pátapo",Asesor - Sofia Castro,2,0,2026-05-02 16:18:00,2026-05-02 17:18:00,Aprobado (Recuperado),,2026-05-04,2026-05-04,Instalado (Recuperado)
ORD-017183,1,Rosa Castro Vasquez,20557748,48,984444992,Lambayeque,Chiclayo,Santa Rosa,"Ca. Arequipa Nro. 104, Santa Rosa",Asesor - Carlos Ruiz,1,0,2026-05-02 18:34:00,2026-05-02 21:34:00,Aprobado,,2026-05-04,2026-05-04,Instalado
ORD-017184,1,Diego Garcia Sanchez,63246514,62,930873791,Lambayeque,Lambayeque,Mochumí,"Av. Balta Nro. 1290, Mochumí",Asesor - Luis Delgado,1,1,2026-05-02 15:01:00,2026-05-02 17:01:00,Aprobado,,2026-05-04,2026-05-04,Instalado
ORD-017185,1,Ana Diaz Sanchez,67545204,36,945438894,Lambayeque,Lambayeque,Jayanca,"Pje. Tacna Nro. 2292, Jayanca",Asesor - Maria Mendoza,0,1,2026-05-02 14:38:00,2026-05-02 18:38:00,Aprobado,,2026-05-04,2026-05-04,Instalado
ORD-017186,1,Elena Gomez Flores,79661469,19,957173329,Lambayeque,Chiclayo,Reque,"Jr. Pedro Cieza Nro. 1675, Reque",Asesor - Sofia Castro,1,1,2026-05-02 14:30:00,2026-05-02 15:30:00,Aprobado,,2026-05-04,2026-05-04,Instalado
ORD-017187,1,Maria Perez Rojas,23718719,73,981967518,Lambayeque,Chiclayo,Pomalca,"A.H. UPIS Belén Mz. F Lte. 29, Pomalca",Asesor - Maria Mendoza,2,2,2026-05-03 12:18:00,2026-05-03 14:18:00,Aprobado,,2026-05-05,2026-05-05,Instalado
ORD-017188,1,Elena Romero Sanchez,73914546,75,955008225,Lambayeque,Lambayeque,Motupe,"A.H. UPIS Belén Mz. J Lte. 17, Motupe",Asesor - Sofia Castro,0,2,2026-05-03 18:25:00,2026-05-03 19:25:00,Aprobado,,2026-05-05,2026-05-05,Instalado
ORD-017189,1,Manuel Torres Rodriguez,75304034,19,974232464,Lambayeque,Chiclayo,José Leonardo Ortiz,"Ca. Salaverry Nro. 106, José Leonardo Ortiz",Asesor - Carlos Ruiz,1,1,2026-05-03 17:34:00,2026-05-03 21:34:00,Aprobado,,2026-05-05,2026-05-05,Instalado
ORD-017190,1,Lucia Mendoza Garcia,11256110,29,968761847,Lambayeque,Chiclayo,Santa Rosa,"Ca. Salaverry Nro. 1773, Santa Rosa",Asesor - Luis Delgado,0,0,2026-05-03 14:11:00,2026-05-03 17:11:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-017191,1,Fiorella Perez Garcia,55071302,46,997164646,Lambayeque,Chiclayo,Chiclayo,"A.H. Nuevo San Lorenzo Mz. D Lte. 24, Chiclayo",Asesor - Ana Paredes,1,1,2026-05-03 09:31:00,2026-05-03 13:31:00,Aprobado,,2026-05-05,2026-05-05,Instalado
ORD-017192,1,Katia Diaz Flores,16498596,31,952709193,Lambayeque,Chiclayo,Pátapo,"Urb. Patios del Norte Mz. C Lte. 17, Pátapo",Asesor - Sofia Castro,1,0,2026-05-03 11:16:00,2026-05-03 13:16:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-017193,1,Katia Martinez Vargas,30417868,18,992530018,Lambayeque,Chiclayo,Reque,"A.H. Diego Ferré Mz. D Lte. 28, Reque",Asesor - Maria Mendoza,0,1,2026-05-03 17:53:00,2026-05-03 20:53:00,Aprobado,,2026-05-05,2026-05-05,Instalado
ORD-017194,1,Jose Torres Castro,71715640,41,956514731,Lambayeque,Lambayeque,Motupe,"A.H. Urrunaga Mz. G Lte. 2, Motupe",Asesor - Luis Delgado,1,1,2026-05-03 17:28:00,2026-05-03 18:28:00,Aprobado,,2026-05-05,2026-05-05,Instalado
ORD-017195,1,Javier Vasquez Flores,23924245,34,982567691,Lambayeque,Chiclayo,Reque,"Ca. Grau Nro. 341, Reque",Asesor - Maria Mendoza,2,1,2026-05-03 17:08:00,2026-05-03 20:08:00,Aprobado,,2026-05-05,2026-05-05,Instalado
ORD-017196,1,Fiorella Vargas Castro,71159249,42,986304180,Lambayeque,Ferreñafe,Ferreñafe,"Pje. Unión Nro. 616, Ferreñafe",Asesor - Carlos Ruiz,1,1,2026-05-03 12:34:00,2026-05-03 13:34:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-017196,2,Fiorella Vargas Castro,71159249,42,986304180,Lambayeque,Ferreñafe,Ferreñafe,"Pje. Unión Nro. 616, Ferreñafe",Asesor - Carlos Ruiz,1,1,2026-05-04 00:34:00,2026-05-04 03:34:00,Aprobado (Recuperado),,2026-05-06,2026-05-06,Instalado (Recuperado)
ORD-017197,1,Patricia Mendoza Mendoza,25083656,21,962900159,Lambayeque,Chiclayo,La Victoria,"Av. Arequipa Nro. 2062, La Victoria",Asesor - Jorge Silva,2,0,2026-05-03 11:11:00,2026-05-03 15:11:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-017198,1,Luis Gomez Romero,10999636,33,934367833,Lambayeque,Chiclayo,Reque,"Av. Bolognesi Nro. 2313, Reque",Asesor - Luis Delgado,0,0,2026-05-03 08:50:00,2026-05-03 12:50:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-017199,1,Diego Lopez Lopez,60971135,39,945109575,Lambayeque,Chiclayo,Pátapo,"Ca. Luis Gonzales Nro. 1049, Pátapo",Asesor - Luis Delgado,1,1,2026-05-03 13:30:00,2026-05-03 15:30:00,Aprobado,,2026-05-05,2026-05-05,Instalado
ORD-017200,1,Ana Perez Torres,46126119,32,961466447,Lambayeque,Chiclayo,Santa Rosa,"Urb. Los Parques Mz. J Lte. 10, Santa Rosa",Asesor - Jorge Silva,1,0,2026-05-03 10:40:00,2026-05-03 13:40:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-017200,2,Ana Perez Torres,46126119,32,961466447,Lambayeque,Chiclayo,Santa Rosa,"Urb. Los Parques Mz. J Lte. 10, Santa Rosa",Asesor - Jorge Silva,1,0,2026-05-04 00:40:00,2026-05-04 03:40:00,Rechazado Definitivo,No Subsano Correccion / Cliente Desistio,,,Cancelado/Rechazado
ORD-017201,1,Jorge Diaz Vargas,11124068,53,925479854,Lambayeque,Chiclayo,La Victoria,"Av. Chinchaysuyo Nro. 437, La Victoria",Asesor - Ana Paredes,1,0,2026-05-03 14:30:00,2026-05-03 16:30:00,Aprobado,,2026-05-05,2026-05-05,Instalado
ORD-017202,1,Ana Gomez Garcia,23734707,35,999737647,Lambayeque,Chiclayo,Pomalca,"Urb. Federico Villarreal Mz. L Lte. 30, Pomalca",Asesor - Ana Paredes,3,1,2026-05-04 11:55:00,2026-05-04 15:55:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-017203,1,Jose Vasquez Martinez,69565948,51,974847796,Lambayeque,Chiclayo,Pimentel,"Ca. Huamachuco Nro. 1959, Pimentel",Asesor - Sofia Castro,0,0,2026-05-04 18:13:00,2026-05-04 22:13:00,Aprobado,,2026-05-06,2026-05-06,Instalado
